round,race,driverCode,points
18,Mexico City,HAM,18.0
18,Mexico City,PER,15.0
18,Mexico City,GAS,12.0
18,Mexico City,LEC,10.0
18,Mexico City,SAI,8.0
18,Mexico City,VET,6.0
18,Mexico City,RAI,4.0
18,Mexico City,ALO,2.0
18,Mexico City,NOR,1.0
18,Mexico City,GIO,0.0
18,Mexico City,RIC,0.0
18,Mexico City,OCO,0.0
18,Mexico City,STR,0.0
18,Mexico City,BOT,0.0
18,Mexico City,RUS,0.0
18,Mexico City,LAT,0.0
18,Mexico City,MAZ,0.0
18,Mexico City,MSC,0.0
18,Mexico City,TSU,0.0
19,São Paulo,HAM,25.0
19,São Paulo,VER,20.0
19,São Paulo,BOT,18.0
19,São Paulo,PER,13.0
19,São Paulo,LEC,10.0
19,São Paulo,SAI,9.0
19,São Paulo,GAS,6.0
19,São Paulo,OCO,4.0
19,São Paulo,ALO,2.0
19,São Paulo,NOR,1.0
19,São Paulo,VET,0.0
19,São Paulo,RAI,0.0
19,São Paulo,RUS,0.0
19,São Paulo,GIO,0.0
19,São Paulo,TSU,0.0
19,São Paulo,LAT,0.0
19,São Paulo,MAZ,0.0
19,São Paulo,MSC,0.0
19,São Paulo,RIC,0.0
19,São Paulo,STR,0.0
20,Qatar,HAM,25.0
20,Qatar,VER,19.0
20,Qatar,ALO,15.0
20,Qatar,PER,12.0
20,Qatar,OCO,10.0
20,Qatar,STR,8.0
20,Qatar,SAI,6.0
20,Qatar,LEC,4.0
20,Qatar,NOR,2.0
20,Qatar,VET,1.0
20,Qatar,GAS,0.0
20,Qatar,RIC,0.0
20,Qatar,TSU,0.0
20,Qatar,RAI,0.0
20,Qatar,GIO,0.0
20,Qatar,MSC,0.0
20,Qatar,RUS,0.0
20,Qatar,MAZ,0.0
20,Qatar,LAT,0.0
20,Qatar,BOT,0.0
21,Saudi Arabian,HAM,26.0
21,Saudi Arabian,VER,18.0
21,Saudi Arabian,BOT,15.0
21,Saudi Arabian,OCO,12.0
21,Saudi Arabian,RIC,10.0
21,Saudi Arabian,GAS,8.0
21,Saudi Arabian,LEC,6.0
21,Saudi Arabian,SAI,4.0
21,Saudi Arabian,GIO,2.0
21,Saudi Arabian,NOR,1.0
21,Saudi Arabian,STR,0.0
21,Saudi Arabian,LAT,0.0
21,Saudi Arabian,ALO,0.0
21,Saudi Arabian,TSU,0.0
21,Saudi Arabian,RAI,0.0
21,Saudi Arabian,VET,0.0
21,Saudi Arabian,PER,0.0
21,Saudi Arabian,MAZ,0.0
21,Saudi Arabian,RUS,0.0
21,Saudi Arabian,MSC,0.0
22,Abu Dhabi,VER,26.0
22,Abu Dhabi,HAM,18.0
22,Abu Dhabi,SAI,15.0
22,Abu Dhabi,TSU,12.0
22,Abu Dhabi,GAS,10.0
22,Abu Dhabi,BOT,8.0
22,Abu Dhabi,NOR,6.0
22,Abu Dhabi,ALO,4.0
22,Abu Dhabi,OCO,2.0
22,Abu Dhabi,LEC,1.0
22,Abu Dhabi,VET,0.0
22,Abu Dhabi,RIC,0.0
22,Abu Dhabi,STR,0.0
22,Abu Dhabi,MSC,0.0
22,Abu Dhabi,PER,0.0
22,Abu Dhabi,LAT,0.0
22,Abu Dhabi,GIO,0.0
22,Abu Dhabi,RUS,0.0
22,Abu Dhabi,RAI,0.0
22,Abu Dhabi,MAZ,0.0
