round,race,driverCode,points
12,Portuguese,NOR,0.0
12,Portuguese,RUS,0.0
12,Portuguese,GIO,0.0
12,Portuguese,MAG,0.0
12,Portuguese,GRO,0.0
12,Portuguese,LAT,0.0
12,Portuguese,KVY,0.0
12,Portuguese,STR,0.0
13,Emilia Romagna,HAM,26.0
13,Emilia Romagna,BOT,18.0
13,Emilia Romagna,RIC,15.0
13,Emilia Romagna,KVY,12.0
13,Emilia Romagna,LEC,10.0
13,Emilia Romagna,PER,8.0
13,Emilia Romagna,SAI,6.0
13,Emilia Romagna,NOR,4.0
13,Emilia Romagna,RAI,2.0
13,Emilia Romagna,GIO,1.0
13,Emilia Romagna,LAT,0.0
13,Emilia Romagna,VET,0.0
13,Emilia Romagna,STR,0.0
13,Emilia Romagna,GRO,0.0
13,Emilia Romagna,ALB,0.0
13,Emilia Romagna,RUS,0.0
13,Emilia Romagna,VER,0.0
13,Emilia Romagna,MAG,0.0
13,Emilia Romagna,OCO,0.0
13,Emilia Romagna,GAS,0.0
14,Turkish,HAM,25.0
14,Turkish,PER,18.0
14,Turkish,VET,15.0
14,Turkish,LEC,12.0
14,Turkish,SAI,10.0
14,Turkish,VER,8.0
14,Turkish,ALB,6.0
14,Turkish,NOR,5.0
14,Turkish,STR,2.0
14,Turkish,RIC,1.0
14,Turkish,OCO,0.0
14,Turkish,KVY,0.0
14,Turkish,GAS,0.0
14,Turkish,BOT,0.0
14,Turkish,RAI,0.0
14,Turkish,RUS,0.0
14,Turkish,MAG,0.0
14,Turkish,GRO,0.0
14,Turkish,LAT,0.0
14,Turkish,GIO,0.0
15,Bahrain,HAM,25.0
15,Bahrain,VER,19.0
15,Bahrain,ALB,15.0
15,Bahrain,NOR,12.0
15,Bahrain,SAI,10.0
15,Bahrain,GAS,8.0
15,Bahrain,RIC,6.0
15,Bahrain,BOT,4.0
15,Bahrain,OCO,2.0
15,Bahrain,LEC,1.0
15,Bahrain,KVY,0.0
15,Bahrain,RUS,0.0
15,Bahrain,VET,0.0
15,Bahrain,LAT,0.0
15,Bahrain,RAI,0.0
15,Bahrain,GIO,0.0
15,Bahrain,MAG,0.0
15,Bahrain,PER,0.0
15,Bahrain,STR,0.0
15,Bahrain,GRO,0.0
16,Sakhir,PER,25.0
16,Sakhir,OCO,18.0
16,Sakhir,STR,15.0
16,Sakhir,SAI,12.0
16,Sakhir,RIC,10.0
16,Sakhir,ALB,8.0
16,Sakhir,KVY,6.0
16,Sakhir,BOT,4.0
16,Sakhir,RUS,3.0
16,Sakhir,NOR,1.0
16,Sakhir,GAS,0.0
16,Sakhir,VET,0.0
16,Sakhir,GIO,0.0
16,Sakhir,RAI,0.0
16,Sakhir,MAG,0.0
16,Sakhir,AIT,0.0
16,Sakhir,FIT,0.0
16,Sakhir,LAT,0.0
16,Sakhir,VER,0.0
16,Sakhir,LEC,0.0
17,Abu Dhabi,VER,25.0
17,Abu Dhabi,BOT,18.0
17,Abu Dhabi,HAM,15.0
17,Abu Dhabi,ALB,12.0
17,Abu Dhabi,NOR,10.0
17,Abu Dhabi,SAI,8.0
17,Abu Dhabi,RIC,7.0
17,Abu Dhabi,GAS,4.0
17,Abu Dhabi,OCO,2.0
17,Abu Dhabi,STR,1.0
17,Abu Dhabi,KVY,0.0
17,Abu Dhabi,RAI,0.0
17,Abu Dhabi,LEC,0.0
17,Abu Dhabi,VET,0.0
17,Abu Dhabi,RUS,0.0
17,Abu Dhabi,GIO,0.0
17,Abu Dhabi,LAT,0.0
17,Abu Dhabi,MAG,0.0
17,Abu Dhabi,FIT,0.0
17,Abu Dhabi,PER,0.0
